"uuid","base","subbase","classe_cnj","orgao_julgador","relator_id","data_julgamento","n_mentions","n_ementa","n_moral","award_ementa","award_any","harm_type"
"55c221bd-9015-4f50-9085-e17dd4078e43","acordaos","acordaos",198,"5ª TURMA CÍVEL","f07ec5c0df",2024-03-07,5,0,2,NA,30000,"credit_listing"
"55c544f4-ef41-416f-9411-a1f78e5c4131","acordaos","acordaos",198,"7ª TURMA CÍVEL","15e13c4a5d",2024-03-06,14,1,12,3000,3000,"other"
"55d3ab67-82a9-414c-a923-502d882b0a92","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","592078c0d0",2024-03-04,4,2,4,2000,2000,"consumer_service"
"55eb3c9a-3ac8-45fc-a4a5-4bdca271f2f1","acordaos","acordaos",198,"8ª TURMA CÍVEL","bdca023e1d",2024-03-12,15,1,11,15000,15000,"other"
"56686cbf-7345-4fed-bc6c-c0948a896550","acordaos","acordaos",1728,"1ª TURMA CÍVEL","3f8f67d7e7",2024-03-13,6,0,4,NA,50000,"consumer_service"
"5689c663-d89a-4198-872b-670ee0253d52","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","a54167199f",2024-03-26,2,1,2,NA,NA,"consumer_service"
"56b78a91-7fff-4b10-98a2-481128346bd7","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","a54167199f",2024-03-26,9,4,6,5000,5000,"air_travel"
"5710144b-c55e-4abb-8d70-4a62bd012cef","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","9868b4f5a5",2024-03-04,15,5,9,NA,NA,"consumer_service"
"57719321-56e6-4ccc-83cd-9afc62ffaef5","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","c6e9121773",2024-03-26,19,2,4,NA,2000,"banking_fraud"
"5773943f-0d30-412d-a4e0-c6c741bfffd8","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","73ededad40",2024-03-01,4,2,0,NA,NA,"wrongful_death"
"57a68a95-1056-4bb9-9e56-74f12ba31303","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","9868b4f5a5",2024-03-04,4,2,2,4000,4000,"credit_listing"
"57a74cd1-0e5c-4f9f-9123-4a12057253ff","acordaos","acordaos",198,"7ª TURMA CÍVEL","f6abe097b7",2024-03-06,16,0,0,NA,NA,"other"
"57f95540-0557-438c-9f40-0c2e5b0b71ee","acordaos","acordaos",417,"2ª TURMA CRIMINAL","fb9644293f",2024-03-14,0,NA,NA,NA,NA,"wrongful_death"
"58480104-44c4-4aa6-b470-5c3de6686634","acordaos","acordaos",417,"1ª TURMA CRIMINAL","c8368eac56",2024-03-21,2,0,1,NA,NA,"other"
"585639b2-bb0f-4a1b-bea0-489a0d5dce75","acordaos","acordaos",417,"2ª TURMA CRIMINAL","fb9644293f",2024-03-07,4,0,3,NA,500,"wrongful_death"
"58584e79-81d5-4aea-9351-87f4272a4633","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","73ededad40",2024-03-01,10,5,4,NA,NA,"credit_listing"
"586d60b7-1945-4756-8b5b-db99be71df00","acordaos","acordaos",198,"4ª TURMA CÍVEL","23e658a6ab",2024-03-20,4,0,4,NA,30000,"wrongful_death"
"58e6e346-5f14-4f91-9fae-31cb9f0df31c","acordaos","acordaos-tr",460,"TERCEIRA TURMA RECURSAL","e43afa8918",2024-03-18,8,4,4,4000,4000,"other"
"5903bf36-a4af-4080-940b-239d8f107bee","acordaos","acordaos",417,"1ª TURMA CRIMINAL","c8368eac56",2024-03-21,0,NA,NA,NA,NA,"other"
"59db61a1-c935-40b1-9d84-46afa2dddc86","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","c6e9121773",2024-03-01,14,3,4,2000,2000,"consumer_service"
"59fcd1d7-3d85-4b13-bde1-a4311b49a975","acordaos","acordaos",417,"1ª TURMA CRIMINAL","a68ade2514",2024-03-25,6,0,5,NA,300,"other"
"5a7ee9de-1054-4600-9f8a-579847cc96b9","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","914b495bd0",2024-03-04,16,8,14,NA,NA,"air_travel"
"5a82c657-24b6-4b37-8707-75c6ab025881","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","c6e9121773",2024-03-26,12,3,5,NA,2000,"consumer_service"
"5a87a91f-64f8-46fa-8bb1-1d53bb0ae952","acordaos","acordaos-tr",460,"TERCEIRA TURMA RECURSAL","a0f8949691",2024-03-18,8,4,4,NA,NA,"other"
"5be37551-b93a-4e93-bd3a-60b4def7e837","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","914b495bd0",2024-03-18,16,8,4,NA,NA,"credit_listing"
"5c0653fd-46f5-4c75-ab17-e40c936be64a","acordaos","acordaos-tr",460,"TERCEIRA TURMA RECURSAL","249fd17014",2024-03-18,3,0,3,NA,NA,"other"
"5c1be0a3-0176-4846-bcc2-ea8a248ab2d5","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","73ededad40",2024-03-01,2,1,2,NA,NA,"consumer_service"
"5c56f263-b0db-4d7c-8bab-4f423bb97393","acordaos","acordaos",198,"2ª TURMA CÍVEL","beaf6fe3d9",2024-03-13,16,0,9,NA,10000,"credit_listing"
"5d49c712-420f-4ce6-972a-f8504547821f","acordaos","acordaos",198,"1ª TURMA CÍVEL","c540fdb8bf",2024-03-20,9,0,7,NA,5000,"medical"
"5dd12764-3e48-44a5-ac9f-86a6c7ef33c0","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","914b495bd0",2024-03-04,6,3,6,2000,2000,"credit_listing"
"5df43fa0-d31f-4d1a-b001-f2c0cfccc6e8","acordaos","acordaos",198,"5ª TURMA CÍVEL","d17cb21a51",2024-03-14,6,0,5,NA,10000,"medical"
"5e3ac69b-ecf9-4392-b403-03d0b67211f1","acordaos","acordaos",198,"3ª TURMA CÍVEL","8e30f54e7a",2024-03-14,7,0,4,NA,NA,"credit_listing"
"5e61e6d4-3a4d-4dc4-8ef4-5ec14760865f","acordaos","acordaos",198,"1ª TURMA CÍVEL","3d2279fc77",2024-03-21,15,0,6,NA,3000,"banking_fraud"
"5e8580ea-72d4-42d9-96a9-e0ad553b1d8a","acordaos","acordaos",221,"2ª CÂMARA CÍVEL","063a92aa45",2024-03-11,0,NA,NA,NA,NA,"other"
"5f42e675-b2a4-4bf7-977f-4e265a724631","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","ef7646018c",2024-03-26,8,4,6,NA,NA,"air_travel"
"5f8e947a-e877-4b7d-a55e-ebf3ac9beed4","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","a54167199f",2024-03-26,6,3,4,NA,NA,"other"
"5fe13dae-4f1f-4eef-b8f0-51e60566ccc3","acordaos","acordaos",198,"6ª TURMA CÍVEL","0915b060c7",2024-03-26,8,0,5,NA,50000,"wrongful_death"
"601567ef-1ebe-4704-83aa-0293cbfa75eb","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","ef7646018c",2024-03-01,6,3,6,NA,NA,"consumer_service"
"60d46320-8a6a-4907-a2c8-f7e7ba90e664","acordaos","acordaos",417,"1ª TURMA CRIMINAL","662aeab684",2024-03-07,5,0,3,NA,300,"wrongful_death"
"60e4d237-d74d-4746-9e74-29f46dbe82be","acordaos","acordaos",198,"1ª TURMA CÍVEL","c540fdb8bf",2024-03-06,5,0,0,NA,NA,"honor_privacy"
"60f0f3a7-3f01-4594-8ff6-0be92917bbbe","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","73ededad40",2024-03-26,4,2,2,NA,NA,"medical"
"61569c31-2607-4095-b381-50662659cd8e","acordaos","acordaos",198,"7ª TURMA CÍVEL","f6abe097b7",2024-03-20,1,0,0,NA,NA,"medical"
"61a3bbad-42d4-4740-9a6f-a5ab75dbad8e","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","9868b4f5a5",2024-03-04,8,2,5,4000,4000,"consumer_service"
"61ba3499-f51e-4b09-8d84-801e59b5bf73","acordaos","acordaos",198,"2ª TURMA CÍVEL","4981944123",2024-03-20,11,2,4,NA,20000,"medical"
"61cc1f24-0301-4d5b-8e23-3b9270e0a455","acordaos","acordaos",198,"2ª TURMA CÍVEL","c4bc5ec634",2024-03-06,14,1,10,NA,5000,"credit_listing"
"620e42bb-c883-4a3a-b700-00550dff0db9","acordaos","acordaos",417,"1ª TURMA CRIMINAL","a68ade2514",2024-03-07,3,0,2,NA,10000,"other"
"621249f3-9f9f-4ae5-a0ac-60ce2bb596aa","acordaos","acordaos",417,"1ª TURMA CRIMINAL","0bd6867b27",2024-03-21,1,0,0,NA,NA,"other"
"62844827-0094-4c2b-8f23-22c6f6b763e1","acordaos","acordaos",198,"3ª TURMA CÍVEL","8e30f54e7a",2024-03-14,5,0,3,NA,NA,"other"
"62fd4b43-8c67-481e-a18b-30f189e36421","acordaos","acordaos",198,"2ª TURMA CÍVEL","beaf6fe3d9",2024-03-13,9,1,6,5000,10000,"medical"
"6369822b-20ac-4436-becd-a5281955ebfe","acordaos","acordaos",198,"7ª TURMA CÍVEL","75da02d29b",2024-03-06,9,1,2,NA,NA,"consumer_service"
"63d8b784-b7c6-42d6-817e-aaf1987b9ace","acordaos","acordaos",198,"1ª TURMA CÍVEL","d9e51b3034",2024-03-21,24,0,5,NA,5000,"banking_fraud"
"6498ab9f-f908-47d4-b503-db5ded29a395","acordaos","acordaos",417,"1ª TURMA CRIMINAL","662aeab684",2024-03-21,2,0,1,NA,NA,"other"
"65008cb2-03f2-42dd-ad12-d14a30891172","acordaos","acordaos-tr",460,"TERCEIRA TURMA RECURSAL","a0f8949691",2024-03-18,10,5,0,NA,NA,"wrongful_death"
"65016fa1-ff80-408d-8b81-1b9a3751ba75","acordaos","acordaos",417,"1ª TURMA CRIMINAL","a68ade2514",2024-03-25,4,0,1,NA,NA,"honor_privacy"
"6548a1be-d2b3-4d6f-b8b0-755807f71180","acordaos","acordaos",417,"3ª TURMA CRIMINAL","46fa5d5b17",2024-03-14,2,0,2,NA,300,"other"
"65623d58-cdb1-43b8-801a-ba9bcbdddcb7","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","5e0c5ae3c3",2024-03-18,10,5,8,NA,NA,"credit_listing"
"658e8a37-46c1-4b3a-9795-81aeb1376920","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","9868b4f5a5",2024-03-04,2,1,0,NA,NA,"credit_listing"
"65ba003d-1c02-4585-95e9-46682a5aacad","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","5e0c5ae3c3",2024-03-04,0,NA,NA,NA,NA,"other"
"66019709-ef79-49a1-b1ad-fcd099790920","acordaos","acordaos",198,"2ª TURMA CÍVEL","d572ea40b4",2024-03-13,6,0,1,NA,40000,"other"
"66058a20-bec2-4389-b194-854f5174054a","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","9868b4f5a5",2024-03-04,20,10,10,NA,NA,"other"
"663f2c87-afc3-4606-ab87-83e9699dc489","acordaos","acordaos-tr",460,"TERCEIRA TURMA RECURSAL","a0f8949691",2024-03-18,4,2,4,NA,NA,"other"
"669e5642-d3c8-45ae-8517-5b8f5097039c","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","592078c0d0",2024-03-04,12,6,6,NA,NA,"consumer_service"
"66c2a2de-37c3-4dec-979b-04ae47ac3166","acordaos","acordaos",417,"2ª TURMA CRIMINAL","c43a20176d",2024-03-07,9,2,9,500,500,"other"
"6712f5f8-55af-4ba9-afc9-b2cda3ac4573","acordaos","acordaos",417,"3ª TURMA CRIMINAL","ce9ec5c04b",2024-03-07,4,0,3,NA,500,"wrongful_death"
"67da9ebb-96ab-4ff4-86d4-90eedfdd6e92","acordaos","acordaos",198,"1ª TURMA CÍVEL","d9e51b3034",2024-03-13,12,0,6,NA,5000,"other"
"68f4edcf-6e06-4b17-9ae6-0c14f51caf7f","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","592078c0d0",2024-03-18,6,3,0,NA,NA,"air_travel"
"6953940e-3146-4973-8d61-e3e9d4755e81","acordaos","acordaos",417,"2ª TURMA CRIMINAL","7cee760b43",2024-03-07,6,0,5,NA,1000,"other"
"698d29d0-b514-4fc2-a8cf-d255ec60f889","acordaos","acordaos",325,"CÂMARA CRIMINAL","a68ade2514",2024-03-13,0,NA,NA,NA,NA,"wrongful_death"
"69c3b373-7044-4635-920d-5fad5d165f22","acordaos","acordaos",198,"5ª TURMA CÍVEL","f07ec5c0df",2024-03-07,1,0,1,NA,NA,"honor_privacy"
"69f00774-c65b-427d-85ce-be5294be4e10","acordaos","acordaos-tr",460,"TERCEIRA TURMA RECURSAL","a0f8949691",2024-03-18,4,2,4,NA,NA,"consumer_service"
"6b3c73b1-a68a-495b-b434-1a13941e9124","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","592078c0d0",2024-03-18,14,7,10,5000,5000,"consumer_service"
"6bc74c3e-9026-4a16-a0e2-2bf4a97787eb","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","5e0c5ae3c3",2024-03-18,14,7,6,NA,NA,"other"
"6c5416b4-a156-4c34-a549-dcb89e97ab39","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","9868b4f5a5",2024-03-04,8,4,6,5000,5000,"consumer_service"
"6c836042-ae95-45da-bd35-6320e627c5ca","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","9868b4f5a5",2024-03-04,5,1,5,NA,NA,"other"
"6d0b1239-f494-4268-a992-64c2b4d13699","acordaos","acordaos",198,"7ª TURMA CÍVEL","ef17ff9efb",2024-03-06,7,1,6,NA,5000,"medical"
"6d953d18-058f-4eff-b1fc-f26a3305d502","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","592078c0d0",2024-03-04,18,9,4,NA,NA,"honor_privacy"
"6ddb5689-e3a6-4cbf-9533-204cdfd6fbcc","acordaos","acordaos",198,"3ª TURMA CÍVEL","f0c2fc1313",2024-03-13,11,0,5,NA,NA,"other"
"6e38904f-a79c-456b-890b-302bfefd5afe","acordaos","acordaos",198,"7ª TURMA CÍVEL","15e13c4a5d",2024-03-13,16,1,13,NA,100000,"wrongful_death"
"6f7c0af0-e2af-4d7c-bf4a-a2b133bf84f8","acordaos","acordaos",202,"6ª TURMA CÍVEL","d30385f876",2024-03-13,13,0,2,NA,NA,"other"
"6fb0148b-9cf7-4e91-a51d-a732ed652d07","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","c6e9121773",2024-03-01,14,2,6,NA,3000,"consumer_service"
"6fc6eba3-82af-4aba-aae4-a718f579146e","acordaos","acordaos",198,"6ª TURMA CÍVEL","0915b060c7",2024-03-26,23,0,7,NA,20000,"honor_privacy"
"701ef804-249b-495a-a0cc-86572c8701f0","acordaos","acordaos-tr",460,"TERCEIRA TURMA RECURSAL","aa0cab12a8",2024-03-18,8,4,4,2000,2000,"consumer_service"
"70fa945b-2bd2-4db2-a412-416268af7192","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","a54167199f",2024-03-26,6,3,0,NA,NA,"banking_fraud"
"71212f7a-f573-4590-8360-9d9126357ef3","acordaos","acordaos",198,"8ª TURMA CÍVEL","dd79d2757d",2024-03-05,2,0,2,NA,NA,"medical"
"725d0dca-77d8-4403-953e-7a5d36bc5dac","acordaos","acordaos",198,"8ª TURMA CÍVEL","5d8d470f51",2024-03-05,5,0,4,NA,NA,"consumer_service"
"72e24b59-fde1-4e51-8295-a3011262cd32","acordaos","acordaos",1689,"1ª TURMA CÍVEL","e48f5e14a5",2024-03-06,3,0,0,NA,NA,"wrongful_death"
"73160b09-005c-4891-8eea-f5e1640a45ce","acordaos","acordaos",198,"7ª TURMA CÍVEL","15e13c4a5d",2024-03-06,5,0,1,NA,200,"air_travel"
"739951db-7184-4f2a-a011-ace19c9f96f0","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","a54167199f",2024-03-01,10,5,4,8000,8000,"air_travel"
"73af36bc-baeb-4ddd-96a9-ac60d50239a6","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","592078c0d0",2024-03-04,18,9,4,NA,NA,"consumer_service"
"73ea9ee2-ee53-4f47-812d-83a1efd1f755","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","914b495bd0",2024-03-04,8,4,8,3000,3000,"consumer_service"
"73f7b2a9-9e5c-43ac-8ad9-2ac6f4a9cab4","acordaos","acordaos",417,"2ª TURMA CRIMINAL","7cee760b43",2024-03-14,4,0,2,NA,500,"other"
"7438377d-71e1-4bf9-bd2f-beff3aa6b009","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","73ededad40",2024-03-26,4,2,0,NA,NA,"credit_listing"
"74dffda7-0677-4d6f-b876-34a04d772cfa","acordaos","acordaos",198,"1ª TURMA CÍVEL","3d2279fc77",2024-03-06,6,0,4,NA,NA,"other"
"74ef4b66-77b2-4f96-93b6-b8a9e4328064","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","c6e9121773",2024-03-26,6,2,6,3000,3000,"credit_listing"
"75247f5e-2f0a-45b7-9de9-263eea2def87","acordaos","acordaos",198,"4ª TURMA CÍVEL","063a92aa45",2024-03-07,3,0,2,NA,NA,"banking_fraud"
"75a7aa58-ad34-43e9-8b15-b70878b9f8c9","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","9868b4f5a5",2024-03-04,9,4,4,21000,21000,"consumer_service"
"75dfb519-033c-43b2-9d60-8896aceb2bbb","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","c6e9121773",2024-03-01,12,3,8,2000,2000,"other"
"7603dede-fcd9-4369-b452-5fc267a7b972","acordaos","acordaos",198,"2ª TURMA CÍVEL","4981944123",2024-03-20,27,4,15,3000,3000,"consumer_service"
"76230879-59fb-48e4-b5ce-702960fb5d7f","acordaos","acordaos",198,"8ª TURMA CÍVEL","2d19168903",2024-03-05,61,0,6,NA,20000,"credit_listing"
"766f0698-178b-489e-b4b2-b3556bed190c","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","5e0c5ae3c3",2024-03-18,8,4,6,3000,3000,"other"
"769bfe8e-f0a6-4b00-9ea1-ad5dd0bc55cc","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","c6e9121773",2024-03-26,0,NA,NA,NA,NA,"air_travel"
"76bb716d-2990-4749-bc0f-d964d5915333","acordaos","acordaos",198,"8ª TURMA CÍVEL","5d8d470f51",2024-03-05,1,0,1,NA,NA,"medical"
"77b50c1a-fecb-40b5-96fb-349c419843c7","acordaos","acordaos",417,"3ª TURMA CRIMINAL","e687bf02b2",2024-03-07,6,0,5,NA,1000,"other"
"77c9c778-7309-48a6-89af-2ec289af7062","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","914b495bd0",2024-03-18,8,4,8,3000,3000,"air_travel"
"78eb0ce3-2ee3-448a-a0e4-fc9fdf5f7e04","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","ef7646018c",2024-03-01,6,3,4,3000,3000,"credit_listing"
"793cccf1-d19d-4681-8ca8-0878abcbb987","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","a54167199f",2024-03-26,16,8,4,NA,NA,"banking_fraud"
"797038ed-5d64-4cd3-ac06-3cb7c1ff927d","acordaos","acordaos",198,"7ª TURMA CÍVEL","f6abe097b7",2024-03-13,1,0,0,NA,NA,"other"
"79708922-c8aa-4e32-b0d8-4cb7beea252e","acordaos","acordaos",198,"6ª TURMA CÍVEL","07312dd681",2024-03-13,7,0,1,NA,5000,"consumer_service"
"79a0f56b-8ecc-4f4b-a7c4-3ea5fa89db89","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","914b495bd0",2024-03-04,20,10,14,NA,NA,"consumer_service"
"79d1f066-1529-4d84-bd4c-fadc922a2732","acordaos","acordaos",198,"7ª TURMA CÍVEL","15e13c4a5d",2024-03-20,26,1,9,8000,8000,"credit_listing"
"7a0eba7a-f24b-4002-886a-399bf87877fe","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","592078c0d0",2024-03-04,14,7,8,NA,NA,"consumer_service"
"7a0f8e4c-efb8-4bc2-a88b-4939fe37f798","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","73ededad40",2024-03-26,4,2,4,3000,3000,"consumer_service"
"7a500abb-fce2-4a2c-9ca4-20a0a82dfc95","acordaos","acordaos",198,"7ª TURMA CÍVEL","75da02d29b",2024-03-20,7,0,6,NA,4000,"medical"
"7ace3d69-c369-425e-b097-631ce28d019e","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","73ededad40",2024-03-26,2,1,2,NA,NA,"wrongful_death"
"7b2d157d-b208-4293-887a-b6a7359e6c68","acordaos","acordaos-tr",460,"TERCEIRA TURMA RECURSAL","e43afa8918",2024-03-18,7,4,0,NA,NA,"other"
"7b4c3ba0-0c98-49ba-b903-df1892d9eb3c","acordaos","acordaos",417,"2ª TURMA CRIMINAL","fb9644293f",2024-03-14,22,1,6,NA,500,"other"
"7b756d30-95b0-422b-949b-127016da9489","acordaos","acordaos",198,"6ª TURMA CÍVEL","0915b060c7",2024-03-06,13,0,4,NA,1200,"other"
"7b90b501-c64b-41de-9c03-129255936f71","acordaos","acordaos",417,"1ª TURMA CRIMINAL","c8368eac56",2024-03-25,3,0,2,NA,1000,"other"
"7ba0a5bb-97a4-4ec3-b0ec-110d6d609905","acordaos","acordaos",198,"4ª TURMA CÍVEL","063a92aa45",2024-03-21,8,0,7,NA,10000,"medical"
"7bc5806e-ca72-49fd-b3ea-f112a1df012b","acordaos","acordaos",198,"5ª TURMA CÍVEL","f07ec5c0df",2024-03-14,4,0,2,NA,3000,"honor_privacy"
"7bcc9615-41cb-47ef-822f-d3b11acb0ef5","acordaos","acordaos",198,"8ª TURMA CÍVEL","5ef182d4af",2024-03-12,6,0,4,NA,NA,"wrongful_death"
"7c3983c5-2874-4730-8c05-db4f80b372b6","acordaos","acordaos",417,"1ª TURMA CRIMINAL","a68ade2514",2024-03-21,10,1,4,NA,1000,"other"
"7cbe0c28-e338-47ba-aeeb-8a2dfa3abb06","acordaos","acordaos",198,"6ª TURMA CÍVEL","9f4ca60681",2024-03-20,7,0,3,NA,NA,"wrongful_death"
"7cd4356f-4eef-4034-b22c-7851754338ad","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","73ededad40",2024-03-01,26,13,0,NA,NA,"consumer_service"
"7d03e06c-268d-4920-838f-06c59e73831d","acordaos","acordaos",417,"3ª TURMA CRIMINAL","e687bf02b2",2024-03-07,4,0,4,NA,2000,"other"
"7e33ac6d-bf7d-40d7-ad25-69244f73467e","acordaos","acordaos",198,"8ª TURMA CÍVEL","2d19168903",2024-03-07,0,NA,NA,NA,NA,"honor_privacy"
"7e4448cf-acee-4ca9-bb85-750e0c736a0e","acordaos","acordaos-tr",460,"TERCEIRA TURMA RECURSAL","249fd17014",2024-03-18,4,1,4,NA,NA,"consumer_service"
"7e4d5de8-5835-4d62-b352-c79dbc175872","acordaos","acordaos",198,"5ª TURMA CÍVEL","f07ec5c0df",2024-03-14,4,0,4,NA,NA,"other"
"7f0d5749-7e23-42b8-af1b-e849e01acc37","acordaos","acordaos",198,"6ª TURMA CÍVEL","9f4ca60681",2024-03-06,4,0,2,NA,20000,"credit_listing"
"7f5343ae-1d59-464e-ac29-c849d4481aea","acordaos","acordaos",198,"1ª TURMA CÍVEL","3f8f67d7e7",2024-03-13,12,1,4,NA,12295.74,"medical"
"7f762459-ee90-47d4-9e11-c341fd13f07b","acordaos","acordaos",198,"2ª TURMA CÍVEL","4981944123",2024-03-06,9,1,6,10000,10000,"credit_listing"
"7f867db2-0c35-4ee1-86b7-e52bb3cc762d","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","73ededad40",2024-03-26,12,6,4,NA,NA,"wrongful_death"
"7fb17f50-06a6-41ed-903d-7b88565b843e","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","5e0c5ae3c3",2024-03-18,0,NA,NA,NA,NA,"credit_listing"
"8061b583-26c6-4fb5-8a46-4e6fdf37b839","acordaos","acordaos",1689,"5ª TURMA CÍVEL","f07ec5c0df",2024-03-14,1,0,1,NA,NA,"medical"
"808dbc17-9f9e-4933-870c-f4fae66cafa2","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","914b495bd0",2024-03-04,2,1,0,NA,NA,"consumer_service"
"80f969bc-ffe3-4dd8-8679-82ae940ff474","acordaos","acordaos",1689,"6ª TURMA CÍVEL","d30385f876",2024-03-26,1,0,1,NA,3000,"other"
"8111bc98-cac7-472f-8d1f-b859c5140327","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","a54167199f",2024-03-01,6,3,4,NA,NA,"medical"
"811aac4b-e53b-45d4-8d28-9a331841b77b","acordaos","acordaos",198,"5ª TURMA CÍVEL","d17cb21a51",2024-03-14,24,1,4,10000,10000,"credit_listing"
"8185df6e-0c39-483b-89a2-d530ff9f419e","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","9868b4f5a5",2024-03-18,18,6,0,NA,NA,"credit_listing"
"826d070f-3b74-4b44-bacf-804d07d2fab7","acordaos","acordaos",198,"6ª TURMA CÍVEL","d30385f876",2024-03-26,2,0,0,NA,NA,"wrongful_death"
"82929860-46e6-4907-8d66-d708f6c0dabd","acordaos","acordaos",198,"2ª TURMA CÍVEL","c4bc5ec634",2024-03-20,15,0,1,NA,NA,"banking_fraud"
"830dc7b7-c3d0-4dbf-adf4-53a0d5ae0547","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","c6e9121773",2024-03-01,2,1,0,NA,NA,"honor_privacy"
"8323091c-719f-4ec8-83d0-e197a97d0fe2","acordaos","acordaos",417,"1ª TURMA CRIMINAL","662aeab684",2024-03-14,8,1,4,NA,300,"credit_listing"
"83235aa0-a542-4893-8cd7-e3710c0666ba","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","5e0c5ae3c3",2024-03-04,12,6,4,3000,3000,"credit_listing"
"8384836e-2d17-42c7-acde-da43a6006922","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","73ededad40",2024-03-26,10,5,8,NA,NA,"honor_privacy"
"83889c07-a4f7-4fe0-894a-faaad8a15909","acordaos","acordaos",198,"6ª TURMA CÍVEL","07312dd681",2024-03-20,10,0,3,NA,20000,"wrongful_death"
"83d7a40a-5215-480c-8fdb-4128348736bc","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","ef7646018c",2024-03-26,12,6,2,4000,4000,"credit_listing"
"84385a2f-b0b6-4478-ab9e-9c47b9ecb74a","acordaos","acordaos-tr",460,"TERCEIRA TURMA RECURSAL","e43afa8918",2024-03-18,8,4,4,NA,NA,"other"
"844b1b3d-ae40-433e-8128-05a9c65b4405","acordaos","acordaos",198,"5ª TURMA CÍVEL","c506524a36",2024-03-21,3,0,0,NA,NA,"credit_listing"
"84625439-254d-4d15-adc2-add6c2b59191","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","c6e9121773",2024-03-26,8,2,7,2000,6000,"air_travel"
"84a29bb3-b8d8-4b1d-8fb6-daf769d9cc89","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","9868b4f5a5",2024-03-18,8,4,2,NA,NA,"banking_fraud"
