"uuid","base","subbase","classe_cnj","orgao_julgador","relator_id","data_julgamento","n_mentions","n_ementa","n_moral","award_ementa","award_any","harm_type"
"84db129a-77db-4b80-b780-efd429adce07","acordaos","acordaos",198,"8ª TURMA CÍVEL","5ef182d4af",2024-03-05,13,1,2,NA,NA,"consumer_service"
"85162c37-fd40-4d97-a3aa-bf70280a2b37","acordaos","acordaos",198,"8ª TURMA CÍVEL","5ef182d4af",2024-03-19,12,0,5,NA,4000,"medical"
"8535d71c-5e66-4ee4-94cd-0bcba95a4d87","acordaos","acordaos",198,"1ª TURMA CÍVEL","d9e51b3034",2024-03-20,2,0,2,NA,NA,"credit_listing"
"857de590-709e-4e15-b164-9b991f90b21f","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","73ededad40",2024-03-26,4,2,2,NA,NA,"credit_listing"
"86c5ca15-a92f-427d-9bc4-abb11f3cc5bb","acordaos","acordaos-tr",460,"TERCEIRA TURMA RECURSAL","aa0cab12a8",2024-03-18,8,4,8,7000,7000,"consumer_service"
"86d30dd1-0829-4e91-8e86-003c9d2245e9","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","9868b4f5a5",2024-03-18,26,8,20,2000,2000,"other"
"86d79d39-48bf-4211-a47d-6d5c87f51fb6","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","9868b4f5a5",2024-03-04,2,1,2,NA,NA,"other"
"8723d72f-9f05-446c-aa24-60aec723681c","acordaos","acordaos",417,"3ª TURMA CRIMINAL","ce9ec5c04b",2024-03-14,3,0,3,NA,400,"other"
"872f6879-43c8-44d1-8d50-b5014673c84b","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","ef7646018c",2024-03-01,4,2,4,8000,8000,"other"
"875ff66d-2967-4aeb-ad6c-087965971d70","acordaos","acordaos",198,"5ª TURMA CÍVEL","f07ec5c0df",2024-03-14,11,0,6,NA,5000,"consumer_service"
"87ed7e08-92b4-4bfd-bc8c-013bb65393cd","acordaos","acordaos",198,"4ª TURMA CÍVEL","dc185fdca3",2024-03-20,6,0,3,NA,20000,"medical"
"88dfd039-9993-4d0e-b545-f6f388d27f84","acordaos","acordaos",417,"3ª TURMA CRIMINAL","ce9ec5c04b",2024-03-14,7,0,0,NA,NA,"other"
"88e5e97d-dd26-4674-b12d-36dfbbe59b18","acordaos","acordaos",198,"2ª TURMA CÍVEL","c4bc5ec634",2024-03-13,14,0,12,NA,5000,"credit_listing"
"88fb155f-9425-4ad2-b54c-60a69001f2c2","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","914b495bd0",2024-03-04,12,6,12,3000,3000,"credit_listing"
"8928a12e-747d-4ad7-8ab1-2f6295831b26","acordaos","acordaos-tr",460,"TERCEIRA TURMA RECURSAL","a0f8949691",2024-03-18,8,4,8,3000,3000,"credit_listing"
"892ad1ce-d05d-4285-9d49-4f987f6bed1f","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","592078c0d0",2024-03-04,4,2,2,NA,NA,"air_travel"
"892c2ae8-c8da-4ff9-aaf9-193723e501af","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","5e0c5ae3c3",2024-03-04,14,7,2,NA,NA,"consumer_service"
"898da3d0-c130-4050-837b-090106680103","acordaos","acordaos",198,"5ª TURMA CÍVEL","8a4888bf5e",2024-03-07,1,0,1,NA,5000,"consumer_service"
"89aa966c-d50d-4348-a98e-fa5d9776d2cc","acordaos","acordaos-tr",460,"TERCEIRA TURMA RECURSAL","aa0cab12a8",2024-03-18,6,3,6,NA,NA,"air_travel"
"89bf2891-551d-4b84-9910-25422dd1f586","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","c6e9121773",2024-03-26,10,2,9,2000,2000,"credit_listing"
"89d12c8a-e0d7-4321-94c8-19edcc1b1bc3","acordaos","acordaos-tr",460,"TERCEIRA TURMA RECURSAL","249fd17014",2024-03-18,4,1,0,NA,NA,"honor_privacy"
"89df2b7d-3ec3-4362-9f5b-b5fdc80e8688","acordaos","acordaos-tr",460,"TERCEIRA TURMA RECURSAL","e43afa8918",2024-03-18,8,4,4,NA,NA,"other"
"89e0ea9e-0541-479a-a0c1-6ec7fbb832a6","acordaos","acordaos",417,"1ª TURMA CRIMINAL","0bd6867b27",2024-03-25,9,0,4,NA,30,"other"
"8a54935c-2ce0-4acb-8db6-46609da8cb74","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","c6e9121773",2024-03-01,21,1,4,NA,NA,"other"
"8a5adbbe-cb89-4984-8c30-5a6f85c3635d","acordaos","acordaos",198,"6ª TURMA CÍVEL","07312dd681",2024-03-20,17,0,3,NA,50161.77,"banking_fraud"
"8ad0d859-d3c3-4209-86ac-a56b9f2fbbb3","acordaos","acordaos",198,"1ª TURMA CÍVEL","f726893979",2024-03-13,4,0,4,NA,NA,"medical"
"8b30db70-0f38-4a3d-b5dc-496126a2119a","acordaos","acordaos",1728,"1ª TURMA CÍVEL","f726893979",2024-03-06,5,0,3,NA,NA,"wrongful_death"
"8b5d739a-5942-4eda-90b3-9c32eac0419b","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","ef7646018c",2024-03-26,2,1,2,NA,NA,"honor_privacy"
"8bc1d628-7392-48ad-8c2f-ccd37cb8573e","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","592078c0d0",2024-03-20,8,4,4,3000,3000,"other"
"8bf703e8-226c-48d9-9487-4386181495af","acordaos","acordaos",1728,"5ª TURMA CÍVEL","f07ec5c0df",2024-03-21,17,0,8,NA,50000,"wrongful_death"
"8bfc6a17-29ee-422b-96e4-29f104a81501","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","a54167199f",2024-03-01,10,5,6,5000,5000,"air_travel"
"8c422061-06be-46ea-a0a6-d6584f3dc471","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","9868b4f5a5",2024-03-18,32,16,22,3000,3000,"credit_listing"
"8c78a791-d448-426d-948f-259e4bcf036e","acordaos","acordaos",198,"1ª TURMA CÍVEL","f726893979",2024-03-20,9,0,5,NA,300,"state_liability"
"8cea5365-ac53-4367-8a23-f9bb1c07e256","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","73ededad40",2024-03-26,0,NA,NA,NA,NA,"credit_listing"
"8d7f2c2e-841c-4d5c-b98a-ab0a2b23a58c","acordaos","acordaos",198,"5ª TURMA CÍVEL","d17cb21a51",2024-03-21,16,1,8,NA,50000,"wrongful_death"
"8dd5c33d-0134-4ec5-8d7c-aef6a973cc52","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","914b495bd0",2024-03-04,18,9,4,3000,3000,"consumer_service"
"8ddb35b2-668d-4466-a702-ef679619c2ed","acordaos","acordaos",198,"5ª TURMA CÍVEL","a68715f197",2024-03-06,15,1,8,5000,5000,"medical"
"8e7d7587-fdb8-4034-8a0e-bf2b080d44e4","acordaos","acordaos",202,"1ª TURMA CÍVEL","3d2279fc77",2024-03-20,0,NA,NA,NA,NA,"other"
"8e9161d6-3730-4015-82d3-a6f5fdf22081","acordaos","acordaos",198,"5ª TURMA CÍVEL","8a4888bf5e",2024-03-07,7,0,3,NA,30000,"credit_listing"
"8e975a1e-43dc-4425-83c5-93d759f571f4","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","ef7646018c",2024-03-01,2,1,0,NA,NA,"other"
"8fe7eca1-be6e-41f3-a6a1-af1af486ccab","acordaos","acordaos",417,"1ª TURMA CRIMINAL","c8368eac56",2024-03-14,7,0,0,NA,NA,"wrongful_death"
"903b7dc6-6716-473c-a831-0ff4b9a1c460","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","73ededad40",2024-03-26,22,11,20,2000,2000,"consumer_service"
"90537100-ee4c-4be7-a067-8afd2a6e65e0","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","73ededad40",2024-03-26,4,2,0,NA,NA,"consumer_service"
"9103c478-6e49-4ef9-9ab8-3db3322dab68","acordaos","acordaos-tr",460,"TERCEIRA TURMA RECURSAL","aa0cab12a8",2024-03-18,4,2,2,NA,NA,"medical"
"913c4c67-1929-428e-932c-bda9390a3769","acordaos","acordaos-tr",460,"TERCEIRA TURMA RECURSAL","a0f8949691",2024-03-18,16,8,6,NA,NA,"consumer_service"
"915cfa2a-fbfb-401f-a734-119ce0b743f5","acordaos","acordaos",198,"2ª TURMA CÍVEL","d572ea40b4",2024-03-20,16,1,13,10000,5000,"other"
"9173387e-f5dd-45d6-bfb3-e33446ccb1e2","acordaos","acordaos",417,"2ª TURMA CRIMINAL","c43a20176d",2024-03-14,4,1,4,500,500,"other"
"917f9902-aef9-4cc4-8eba-733c777d0e91","acordaos","acordaos",198,"5ª TURMA CÍVEL","f07ec5c0df",2024-03-07,4,0,2,NA,15000,"other"
"926c9ddd-5634-4d47-ad92-d40eef2a5633","acordaos","acordaos-tr",460,"TERCEIRA TURMA RECURSAL","aa0cab12a8",2024-03-18,2,1,0,NA,NA,"credit_listing"
"92a3756c-f7eb-4bad-ab5e-110eeea297de","acordaos","acordaos",198,"6ª TURMA CÍVEL","0915b060c7",2024-03-20,48,4,11,NA,5000,"banking_fraud"
"92e63537-e338-46fe-b005-53b0d583965c","acordaos","acordaos",198,"1ª TURMA CÍVEL","3d2279fc77",2024-03-20,6,0,4,NA,3000,"medical"
"93071ee0-5375-4978-b852-d34b2affad16","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","c6e9121773",2024-03-26,13,3,9,1000,1000,"consumer_service"
"9348b397-1373-47d2-844e-9738361e8394","acordaos","acordaos",198,"4ª TURMA CÍVEL","063a92aa45",2024-03-20,12,0,3,NA,NA,"wrongful_death"
"94a04d52-c0eb-4f67-9bef-15939e77728a","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","a54167199f",2024-03-26,0,NA,NA,NA,NA,"credit_listing"
"95c1fbe4-19ef-40ba-994d-c78848003afb","acordaos","acordaos",198,"5ª TURMA CÍVEL","f07ec5c0df",2024-03-06,9,0,5,NA,10000,"other"
"95f77efe-3eb0-4a3d-8508-3c1b5186aaaf","acordaos","acordaos-tr",460,"TERCEIRA TURMA RECURSAL","249fd17014",2024-03-18,3,1,3,NA,NA,"medical"
"964b8d58-d515-4eb8-84e6-b80b7442b36c","acordaos","acordaos",198,"4ª TURMA CÍVEL","f9b9a227a6",2024-03-07,7,0,0,NA,NA,"other"
"96814389-9cdf-4681-ada3-720b73648205","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","914b495bd0",2024-03-18,12,6,6,NA,NA,"air_travel"
"970ca02b-3319-4992-a5b5-6a1de7e27b24","acordaos","acordaos",417,"3ª TURMA CRIMINAL","f41922db99",2024-03-14,2,0,1,NA,NA,"wrongful_death"
"97822e65-2a77-48be-8894-2503f395e072","acordaos","acordaos-tr",460,"TERCEIRA TURMA RECURSAL","aa0cab12a8",2024-03-18,12,6,10,3000,3000,"consumer_service"
"978af4af-0da5-48a8-8010-8a93698688a0","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","592078c0d0",2024-03-20,12,6,6,5000,5000,"credit_listing"
"97ba213f-b13d-4a1d-bbbc-d4068cf1e4aa","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","73ededad40",2024-03-01,4,2,4,NA,NA,"other"
"9811d4b0-09cd-42e1-b621-beb30f33d6e9","acordaos","acordaos-tr",460,"TERCEIRA TURMA RECURSAL","249fd17014",2024-03-18,4,0,2,NA,NA,"consumer_service"
"98bfcf02-b90d-452e-bc63-d71ecce62998","acordaos","acordaos",198,"7ª TURMA CÍVEL","15e13c4a5d",2024-03-13,9,0,6,NA,1968.22,"medical"
"9941d214-4a69-452c-b0d9-27139535338b","acordaos","acordaos",198,"8ª TURMA CÍVEL","bdca023e1d",2024-03-05,19,0,1,NA,NA,"medical"
"99aa495c-137d-47d4-b826-e729e13cc3d0","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","9868b4f5a5",2024-03-04,4,2,4,NA,NA,"other"
"99b47939-2810-400a-b98c-2a4d48a18fb6","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","592078c0d0",2024-03-18,4,2,4,5000,5000,"credit_listing"
"99bc39ce-00fa-48de-8c96-4c20ace47a8d","acordaos","acordaos",198,"5ª TURMA CÍVEL","d17cb21a51",2024-03-21,12,0,10,NA,2000,"consumer_service"
"9a287aff-7034-4bf8-8896-951cebf5a451","acordaos","acordaos",198,"1ª TURMA CÍVEL","3f8f67d7e7",2024-03-20,17,1,4,2000,2000,"credit_listing"
"9b032452-6d00-4652-9aeb-9444cd07e431","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","73ededad40",2024-03-01,14,7,6,NA,NA,"consumer_service"
"9b4aba4c-a010-4ede-87cf-2f6f71384fd2","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","914b495bd0",2024-03-04,4,2,2,NA,NA,"consumer_service"
"9b59a770-99b3-4a74-9d53-42e3e562c1cd","acordaos","acordaos",198,"6ª TURMA CÍVEL","63076d9700",2024-03-06,5,0,5,NA,5000,"medical"
"9c1adc56-c5a2-4d59-9636-2c1ae7e33f6d","acordaos","acordaos",198,"7ª TURMA CÍVEL","75da02d29b",2024-03-20,6,1,3,NA,3000,"medical"
"9c3dd43e-45f3-4d6a-975f-d2d6b95265c7","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","914b495bd0",2024-03-18,6,3,2,NA,NA,"air_travel"
"9c513ffc-7b12-4c3e-9d3e-6502f3dedead","acordaos","acordaos-tr",460,"TERCEIRA TURMA RECURSAL","a0f8949691",2024-03-18,8,4,0,NA,NA,"consumer_service"
"9c6ef0d0-fdc0-4709-b296-394f6716b033","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","a54167199f",2024-03-26,2,1,0,NA,NA,"credit_listing"
"9cbcebfc-38ef-497c-bd19-053cfacbaeee","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","5e0c5ae3c3",2024-03-18,4,2,4,3000,3000,"consumer_service"
"9cf50ca1-f310-451b-9992-c64d58b61eee","acordaos","acordaos",198,"1ª TURMA CÍVEL","f726893979",2024-03-21,7,0,1,NA,NA,"credit_listing"
"9d2f1e82-e997-4ed0-8814-9122570d9035","acordaos","acordaos",198,"5ª TURMA CÍVEL","a68715f197",2024-03-06,31,0,5,NA,10000,"other"
"9d608a3d-bf2d-4111-9ae6-5ee0b81b85ac","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","73ededad40",2024-03-26,8,4,6,3000,3000,"consumer_service"
"9de93f41-e55f-4c52-b8a6-e0aae3693866","acordaos","acordaos",198,"2ª TURMA CÍVEL","4981944123",2024-03-06,7,0,4,NA,NA,"other"
"9df4e3c8-5eac-438e-a6d3-300f1bfa48ab","acordaos","acordaos",198,"6ª TURMA CÍVEL","63076d9700",2024-03-06,3,0,3,NA,NA,"consumer_service"
"9e3b47e0-0740-47c4-8bd4-05b8ebe1125d","acordaos","acordaos",198,"4ª TURMA CÍVEL","f9b9a227a6",2024-03-07,0,NA,NA,NA,NA,"honor_privacy"
"9e859b5b-738f-4e53-b354-00c65582c2be","acordaos","acordaos",1689,"5ª TURMA CÍVEL","c506524a36",2024-03-14,0,NA,NA,NA,NA,"other"
"9ef41b25-2b67-4e10-9a99-10a1a8dd3125","acordaos","acordaos",417,"3ª TURMA CRIMINAL","944690acab",2024-03-07,3,0,3,NA,1000,"other"
"9fb69888-2efd-40f1-ab0a-c31e216aa9fc","acordaos","acordaos",198,"8ª TURMA CÍVEL","5ef182d4af",2024-03-21,11,0,6,NA,30000,"medical"
"a0093e2d-db0a-4722-9026-8fe75a7fd932","acordaos","acordaos",417,"2ª TURMA CRIMINAL","c43a20176d",2024-03-14,4,1,4,500,500,"other"
"a0f99d98-d5e0-4f9c-87a6-d78c14aa99af","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","73ededad40",2024-03-26,14,7,12,4,4,"other"
"a171fa38-1741-4f11-a21c-d6522c70d60f","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","5e0c5ae3c3",2024-03-18,14,7,0,NA,NA,"air_travel"
"a1d855f0-41bd-43e7-9297-88d219c2a01e","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","592078c0d0",2024-03-18,0,NA,NA,NA,NA,"air_travel"
"a1ea31df-2382-4681-8766-549acbeb70a1","acordaos","acordaos",417,"1ª TURMA CRIMINAL","e48f5e14a5",2024-03-14,3,0,3,NA,5000,"other"
"a2670eb1-057a-4091-98f1-5b3503b36a01","acordaos","acordaos",198,"1ª TURMA CÍVEL","f726893979",2024-03-20,26,1,11,3000,4000,"air_travel"
"a298df62-0143-47f5-8436-fac6d85be7c4","acordaos","acordaos-tr",460,"TERCEIRA TURMA RECURSAL","e43afa8918",2024-03-18,0,NA,NA,NA,NA,"banking_fraud"
"a2e1ba40-746a-481e-a0e4-174c0e875143","acordaos","acordaos-tr",460,"TERCEIRA TURMA RECURSAL","a0f8949691",2024-03-18,2,1,2,NA,NA,"other"
"a2e578b9-ac7a-4a3e-9282-5d83db41f680","acordaos","acordaos",417,"1ª TURMA CRIMINAL","662aeab684",2024-03-25,2,0,1,NA,NA,"other"
"a32f7ffa-17de-4300-80c9-8e87a7b86538","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","592078c0d0",2024-03-18,2,1,2,2000,2000,"credit_listing"
"a34251f7-81ce-4a25-a899-cbe9ed25e07f","acordaos","acordaos",417,"2ª TURMA CRIMINAL","fb9644293f",2024-03-25,6,1,4,500,500,"other"
"a3496978-bbda-4f43-93ad-df0a580a033b","acordaos","acordaos",198,"6ª TURMA CÍVEL","d30385f876",2024-03-13,4,0,3,NA,10000,"medical"
"a418afb8-06ee-46c9-a3d7-d29590ee8262","acordaos","acordaos",198,"1ª TURMA CÍVEL","d9e51b3034",2024-03-06,8,0,5,NA,5000,"banking_fraud"
"a4ce59c4-5e7c-4cd7-91c6-a5b625036aa5","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","a54167199f",2024-03-26,8,4,6,5000,5000,"consumer_service"
"a4f7b4d6-97bd-427a-859a-695519643390","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","5e0c5ae3c3",2024-03-18,10,5,0,NA,NA,"other"
"a5570e80-17f8-46b7-8360-91b611e35fc7","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","9868b4f5a5",2024-03-04,4,2,4,NA,NA,"other"
"a5d08e26-aa39-4a0c-97ad-e4415ff07d6d","acordaos","acordaos",198,"4ª TURMA CÍVEL","ea4916549f",2024-03-20,11,0,2,NA,5000,"banking_fraud"
"a5dba09b-5240-4ae5-a923-1b01c65fb094","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","73ededad40",2024-03-01,10,5,0,NA,NA,"consumer_service"
"a5f0f2ce-5326-4af9-8d1d-8ba13785b4aa","acordaos","acordaos-tr",1689,"PRIMEIRA TURMA RECURSAL","a54167199f",2024-03-26,20,10,10,5000,5000,"air_travel"
"a6947d35-110d-4cd6-acb4-ab63aa35b91e","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","ef7646018c",2024-03-01,8,4,2,NA,NA,"air_travel"
"a6b89300-3042-4008-b977-7fac98acffa2","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","592078c0d0",2024-03-04,4,2,4,8000,8000,"medical"
"a6c7686d-8941-45c2-9933-0c8afa0d652c","acordaos","acordaos",198,"7ª TURMA CÍVEL","f6abe097b7",2024-03-13,22,0,6,NA,NA,"other"
"a722b999-e5ab-44c0-9489-0328837844ef","acordaos","acordaos",198,"6ª TURMA CÍVEL","d30385f876",2024-03-06,19,0,10,NA,1000,"credit_listing"
"a72c4a80-273a-4ef1-9d82-59d43198d395","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","73ededad40",2024-03-26,6,3,6,4000,4000,"wrongful_death"
"a7529d80-4658-4d80-b40d-5905abeb4a1c","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","a54167199f",2024-03-26,6,3,4,10000,10000,"air_travel"
"a7941944-4809-422e-9e9d-7a57faf09a47","acordaos","acordaos",198,"1ª TURMA CÍVEL","d9e51b3034",2024-03-20,5,0,0,NA,NA,"other"
"a819e719-fb7f-473b-9730-49017668bfc8","acordaos","acordaos",198,"7ª TURMA CÍVEL","75da02d29b",2024-03-06,10,1,8,NA,5000,"air_travel"
"a856f16e-1fef-4cfb-a0a4-b46317d8a1b4","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","914b495bd0",2024-03-18,14,7,6,3000,3000,"consumer_service"
"a85ff433-3bbc-4c73-b96c-fac8710078fb","acordaos","acordaos",198,"5ª TURMA CÍVEL","c506524a36",2024-03-14,9,1,8,5000,5000,"other"
"a86bbcec-dc66-459f-827d-fe18cd534978","acordaos","acordaos",198,"6ª TURMA CÍVEL","9f4ca60681",2024-03-06,12,0,2,NA,NA,"credit_listing"
"a870e61a-0367-4b3f-9198-78fc8332a30f","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","ef7646018c",2024-03-26,16,8,8,NA,NA,"banking_fraud"
"a8c8d30a-043f-4418-90a5-e06eaf92dec6","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","5e0c5ae3c3",2024-03-18,2,1,2,2500,2500,"credit_listing"
"a9190880-f217-4792-bc91-8ada9b8cda72","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","9868b4f5a5",2024-03-04,14,7,10,7000,7000,"consumer_service"
"a94249d2-962e-444d-8090-393822c98299","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","9868b4f5a5",2024-03-18,28,8,17,2000,2000,"consumer_service"
"a9928f02-8c7c-4088-b2bc-cc9c41ff0f9d","acordaos","acordaos",198,"6ª TURMA CÍVEL","d30385f876",2024-03-26,13,1,6,3000,3000,"banking_fraud"
"a9ca9fd8-8258-42f0-8a83-f8fb4ae68eb2","acordaos","acordaos-tr",460,"TERCEIRA TURMA RECURSAL","aa0cab12a8",2024-03-18,12,6,6,NA,NA,"consumer_service"
"aa41241c-194d-4e06-9c45-3e16c158b704","acordaos","acordaos",198,"4ª TURMA CÍVEL","dc185fdca3",2024-03-21,4,0,0,NA,NA,"consumer_service"
"aacaf286-b009-4582-97e1-63b6b7f75841","acordaos","acordaos",198,"4ª TURMA CÍVEL","23e658a6ab",2024-03-14,1,0,1,NA,NA,"other"
"aaf72696-f937-4a41-995c-1031f30b5447","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","592078c0d0",2024-03-18,2,1,2,5000,5000,"consumer_service"
"aaf73f62-9f77-43b6-9f7d-44ea9703af80","acordaos","acordaos",198,"5ª TURMA CÍVEL","d17cb21a51",2024-03-21,6,0,3,NA,NA,"other"
"ab5f0a8f-eaee-46ad-85c3-1fd028feae79","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","914b495bd0",2024-03-18,20,10,6,NA,NA,"other"
"ac7e1f85-bb85-45e5-8f71-a1abe0f55c14","acordaos","acordaos",198,"3ª TURMA CÍVEL","8e30f54e7a",2024-03-07,1,0,0,NA,NA,"other"
"acc0d851-88c8-4230-bc18-e171b9636a7e","acordaos","acordaos-tr",460,"TERCEIRA TURMA RECURSAL","a0f8949691",2024-03-18,6,3,4,NA,NA,"credit_listing"
"acf5003c-25c0-476c-a8c7-0f6687f03c05","acordaos","acordaos",417,"2ª TURMA CRIMINAL","411a3306dd",2024-03-21,3,0,0,NA,NA,"other"
"ad648d8a-4cc4-49e3-a400-563aba2f03fd","acordaos","acordaos-tr",460,"TERCEIRA TURMA RECURSAL","aa0cab12a8",2024-03-18,4,2,4,NA,NA,"credit_listing"
"ad994653-7fe8-4db8-bad3-17cbf844dd5b","acordaos","acordaos",198,"1ª TURMA CÍVEL","3d2279fc77",2024-03-20,5,0,3,NA,15000,"medical"
"adc5cbbc-b2bd-4196-baf4-4b641b1f318d","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","ef7646018c",2024-03-01,0,NA,NA,NA,NA,"credit_listing"
"ade12e45-2792-411f-90aa-47f331d1dd4e","acordaos","acordaos",198,"8ª TURMA CÍVEL","bdca023e1d",2024-03-05,2,0,1,NA,NA,"credit_listing"
"adec2c63-3e4d-4a14-a3f2-c22a0a0b7be8","acordaos","acordaos-tr",1689,"PRIMEIRA TURMA RECURSAL","73ededad40",2024-03-01,2,1,2,NA,NA,"credit_listing"
"adeec948-6bc3-446e-bbfc-40c1f92d71de","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","592078c0d0",2024-03-04,2,1,2,NA,NA,"credit_listing"
"adf97122-5ba6-416e-953d-c8f03b10ed96","acordaos","acordaos",417,"2ª TURMA CRIMINAL","fb9644293f",2024-03-25,10,0,6,NA,1000,"credit_listing"
"ae25b85a-1be6-477f-a687-d82ff15bbb1c","acordaos","acordaos",198,"1ª TURMA CÍVEL","3d2279fc77",2024-03-06,17,0,8,NA,5000,"air_travel"
"aec63e19-0651-44e7-828d-680227c6abfa","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","ef7646018c",2024-03-26,2,1,2,NA,NA,"other"
"aed7d0a2-1b5b-4377-91cf-a089a95519eb","acordaos","acordaos",198,"5ª TURMA CÍVEL","d17cb21a51",2024-03-20,18,0,6,NA,47300,"wrongful_death"
"aef65e46-682f-4f59-9780-729c6094f524","acordaos","acordaos",198,"5ª TURMA CÍVEL","a68715f197",2024-03-07,10,1,7,NA,5000,"credit_listing"
"af200ab9-1121-47fb-9252-f77c35ec073e","acordaos","acordaos-tr",460,"TERCEIRA TURMA RECURSAL","a0f8949691",2024-03-18,2,1,2,NA,NA,"credit_listing"
"afc6ed43-4bbc-4035-9a52-2fe7520de967","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","73ededad40",2024-03-26,18,9,2,3500,3500,"banking_fraud"
"afc8bd9b-9cc2-4d57-a53d-5bc845bfe95c","acordaos","acordaos",198,"7ª TURMA CÍVEL","ef17ff9efb",2024-03-06,25,1,12,3000,3000,"credit_listing"
"afdc4fd2-5b12-4212-98a4-581e4e2eeb2f","acordaos","acordaos",198,"4ª TURMA CÍVEL","f9b9a227a6",2024-03-21,8,0,1,NA,NA,"banking_fraud"
"aff51a7a-bf56-4f0d-a41f-32db2b379041","acordaos","acordaos",198,"3ª TURMA CÍVEL","d52cc55da4",2024-03-14,8,1,4,NA,5000,"credit_listing"
"b0077c13-966e-416e-830f-c85ae78b806f","acordaos","acordaos",417,"3ª TURMA CRIMINAL","ce9ec5c04b",2024-03-14,12,0,3,NA,400,"wrongful_death"
"b013ad00-b7bf-4156-87a6-c04ae7bb85b2","acordaos","acordaos",198,"2ª TURMA CÍVEL","beaf6fe3d9",2024-03-13,13,1,8,NA,5000,"other"
"b06457be-e38f-4df9-90a8-9f0f6ba89754","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","ef7646018c",2024-03-26,0,NA,NA,NA,NA,"consumer_service"
"b0ae42ae-eb85-46cc-88c6-3568347a350b","acordaos","acordaos",198,"5ª TURMA CÍVEL","d17cb21a51",2024-03-07,5,0,1,NA,NA,"credit_listing"
"b0bdd325-14e6-4aa5-b326-673cb3663dbd","acordaos","acordaos",198,"7ª TURMA CÍVEL","f6abe097b7",2024-03-06,4,0,3,NA,5000,"medical"
