"source","url","file","downloaded_at","size_bytes","sha256","licence","filters"
"stj/precedentes-qualificados","https://dadosabertos.web.stj.jus.br/dataset/4238da2f-c07b-4c1a-b345-4402accacdcf/resource/df29da13-7d6b-41ba-ad96-cd1a5bbd191c/download/temas.csv","data/raw/stj/precedentes-qualificados/temas.csv","2026-09-07 19:38:16",2574800,"01d844133e266f1309fb0076d5bf5241861ccc0f1719d06900506f3e15c3d0ac","CC-BY (STJ Dados Abertos)",NA
